EmployeeID,EmployeeName,Age,Gender,Department,JobRole,EducationField,Education,MonthlyIncome,HourlyRate,DailyRate,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,RelationshipSatisfaction,BusinessTravel,MaritalStatus,DistanceFromHome,OverTime,PercentSalaryHike,TrainingTimesLastYear,StockOptionLevel,JobInvolvement,Attrition,JoiningDate
EMP6991,Jennifer Taylor,47.0,Female,Research & Development,HR Representative,Technical Degree,4,18745.0,48,1151,200.0,14,3,36.0,2,2.0,4,2.0,3.0,1,Travel_Rarely,divorced,5,Yes ,24,5,0,4,No,4 Jan 2022
EMP1388,Christopher White,45.0,Male,Research & Development,Laboratory Technician,Medical,1,2012.0,39,1244,5.0,3,1,0.0,9,4.0,3,4.0,3.0,1,Non-Travel,Divorced,3,YES,20,0,2,3,No,2015-02-28
EMP3070,  David Davis   ,29.0,Female,Research & Development,Laboratory Technician,Medical,1,3153.0,74,546,7.0,5,3,40.0,6,2.0,2,4.0,4.0,1,Travel_Rarely,Married,7,Y,12,2,0,2,No,unknown
EMP4970,Thomas Jackson,47.0,Female,Research & Development,Financial Analyst,Human Resources,4,15471.0,51,921,24.0,3,13,15.0,5,4.0,2,3.0,4.0,3,Non-Travel,Single,17,Yes,18,0,0,4,No,--
EMP8900,James Wilson,47.0,Male,,,Technical Degree,1,7577.0,40,1316,19.0,12,9,,5,3.0,2,1.0,3.0,2,Non-Travel,Divorced,19,,20,2,1,4,no ,2011/8/4
EMP7268,Lisa Anderson,38.0,Female,Sales,Operations Lead,Human Resources,3,5019.0,71,309,18.0,16,10,12.0,2,4.0,1,3.0,3.0,3,Travel_Frequently,Divorced,26,1,17,3,3,4,0,12/13/2015
EMP4495,Matthew Brown,58.0,Female,Research & Development,Sales Executive,Human Resources,1,8765.0,66,1056,16.0,0,11,,9,2.0,4,1.0,3.0,2,Travel_Rarely,Single,30,No,22,2,3,4,No,--
EMP8025,James Thomas,60.0,Female,human resources,Manager,Medical,1,$10685.0,35,982,28.0,9,8,23.0,3,2.0,3,1.0,3.0,3,Travel_Rarely,Single,16,Yes,22,3,3,4,No,1 Apr 2024
EMP3821,Sarah Garcia,42.0,Female,Marketing,HR Representative,Technical Degree,3,18385.0,91,1392,1.0,0,2,29.0,0,4.0,3,4.0,3.0,4,Travel_Rarely,Single,20,Yes,11,4,2,2,Yes,2015/10/18
EMP5976,Christopher Thompson,46.0,Male,Finance ,Manager,Medical,2,5274.0,37,496,25.0,2,15,16.0,8,,2,1.0,3.0,1,Travel_Rarely,divorced,24,No,15,5,2,2,N,27 Mar 2010
EMP2424,William Thomas,46.0,Male,Research & Development,HR Representative,Life Sciences,3,14060.0,49,227,6.0,4,0,13.0,3,2.0,4,3.0,3.0,1,Non-Travel,Married,18,No,11,6,3,3,No,28 Nov 2018
EMP4542,Daniel Thompson,20.0,Female,IT dept,Sales Executive,Medical,5,6365.0,86,250,17.0,4,12,,0,1.0,2,4.0,3.0,4,Travel_Rarely,Married,7,1,15,4,2,4,Yes,
EMP3963,Joseph Miller,23.0,Male,Operations,Marketing Specialist,Life Sciences,1,18305.0,86,566,5.0,4,4,20.0,6,4.0,1,2.0,3.0,4,Travel_Frequently,married,12,Yes,25,0,3,4,No,
EMP8288,Linda Allen,30.0,Male,IT,HR Representative,Technical Degree,1,8068.0,37,1372,,2,5,27.0,2,1.0,3,1.0,3.0,4,Non-Travel,DIVORCED,7,no,23,0,2,2,No,N/A
EMP4574,John Jones,37.0,female,Finance,,Other,5,5122.0,70,476,32.0,2,13,,4,1.0,1,3.0,3.0,1,Travel_Frequently,Single,24,Y,15,4,0,1,n,unknown
EMP8310,Matthew Garcia,,Female,Sales,Research Scientist,Other,3,7113.0,61,464,5.0,6,4,,2,4.0,4,3.0,3.0,4,Travel_Frequently,Married,5,No,12,2,3,1,No,N/A
EMP1050,Joseph Young,37.0,fEmale,Marketing,Software Engineer,Other,1,13624.0,59,362,20.0,0,0,8.0,6,1.0,3,4.0,3.0,4,Non-Travel,Married,28,Yes,12,2,1,2,No,
EMP2887,Michael Johnson,34.0,Male,IT,Software Engineer,Life Sciences,1,3940.0,100,1327,19.0,3,7,29.0,2,,4,,3.0,1,Non-Travel,Single,23,0,19,1,3,2,yes,N/A
EMP6798,Nancy Anderson,35.0,F,,Operations Lead,Human Resources,4,7999.0,37,979,7.0,7,7,18.0,7,3.0,4,4.0,3.0,2,Travel_Rarely,Married,19,No,24,4,2,4,0,11/8/2011
EMP7587,David Anderson,,Female,Sales,Operations Lead,Human Resources,1,3515.0,86,1010,9.0,2,10,30.0,7,4.0,3,4.0,3.0,4,Travel_Rarely,Single,28,Yes,21,0,0,3,no ,20 Feb 2023
EMP4695,  Mary Thompson   ,,Male,IT,Software Engineer,Other,5,12677.0,91,1388,22.0,8,7,7.0,8,2.0,2,4.0,3.0,4,Travel_Frequently,Married,10,,21,4,2,4,No,--
EMP5229,Michael Harris,24.0,Female,IT,Operations Lead,Human Resources,4,7856.0,39,923,19.0,4,6,21.0,1,2.0,4,4.0,3.0,4,Non-Travel,Single,5,No,24,0,2,4,No,--
EMP6201,Sarah Williams,51.0,mAle,Marketing,Director,Human Resources,4,5673.0,43,899,3.0,2,3,14.0,7,4.0,3,4.0,4.0,2,Travel_Rarely,single,1,No,16,1,2,3,No,16-3-2021
EMP5799,Christopher Harris,39.0,Male,Human resources,Research Scientist,Marketing,5,9969.0,44,300,15.0,13,11,15.0,6,1.0,3,3.0,3.0,4,Non-Travel,Single,3,Yes,23,3,3,4,n,2024-10-21
EMP1482,Joseph Wilson,39.0,Female,,Laboratory Technician,Life Sciences,5,,47,725,5.0,3,5,11.0,6,3.0,3,,3.0,3,Travel_Rarely,Married,19,Yes ,20,3,2,1,1,
EMP4393,Susan Moore,27.0,Female,Sales,,Marketing,3,8807.0,33,189,,10,1,36.0,8,4.0,4,4.0,3.0,2,Travel_Frequently,Single,18,No,19,5,3,3,No,unknown
EMP6241,Sandra Moore,,Male,Human Resources,Director,Medical,5,2642.0,35,192,22.0,7,5,,9,3.0,1,1.0,3.0,1,Travel_Frequently,single,4,Yes,15,3,0,3,Yes ,--
EMP7134,David Anderson,59.0,Male,Operations,Financial Analyst,Human Resources,5,11111.0,52,205,8.0,0,8,19.0,8,,3,1.0,3.0,3,Non-Travel,married,8,,13,2,3,1,No,unknown
EMP3251,William Thomas,,fEmale,Human resources,,Human Resources,4,17764.0,53,440,15.0,0,15,34.0,9,1.0,3,1.0,3.0,2,Non-Travel,Single,15,0,22,3,0,3,No,2011-03-04
EMP5162,William Garcia,37.0,male,IT dept,Laboratory Technician,Medical,4,$5000,70,130,3.0,3,3,18.0,6,1.0,2,,3.0,1,Non-Travel,Single,14,Yes,11,1,0,2,No,unknown
EMP6228,Patricia Brown@,,female,Marketing,Marketing Specialist,Other,4,16828.0,60,371,9.0,6,5,,7,2.0,2,,3.0,1,Non-Travel,Married,18,yes,15,1,2,2,1,8 Jan 2020
EMP7877,James Johnson**,55.0,Male,sales,Research Scientist,Life Sciences,4,4575.0,85,1287,14.0,3,1,,7,4.0,2,4.0,3.0,1,Travel_Rarely,Divorced,4,No,22,4,1,4,No,
EMP3313,  Anthony Garcia   ,34.0,Female,IT,Manager,Technical Degree,5,5795.0,84,1246,16.0,13,12,11.0,9,2.0,4,1.0,3.0,3,Non-Travel,Single,23,0,14,2,0,1,No,
EMP3849,James Williams,40.0,Male,Sales,Operations Lead,Medical,5,18606.0,88,788,25.0,11,4,1.0,2,,4,,3.0,2,Non-Travel,Divorced,6,Yes,23,2,2,3,YES,--
EMP8946,Patricia Davis,18.0,Male,,Laboratory Technician,Medical,1,7449.0,36,1195,10.0,9,11,8.0,6,3.0,4,4.0,3.0,4,Travel_Rarely,Single,23,Yes,16,2,3,2,y,unknown
EMP4103,Karen Jackson,33.0,Male,Operations,Manager,Technical Degree,1,,39,103,31.0,10,1,19.0,9,2.0,4,,3.0,1,Travel_Rarely,Married,29,No,20,0,0,3,No,2010-02-01
EMP6003,Jessica Williams,55.0,Male,HR,,Medical,3,15227.0,38,673,1.0,2,1,21.0,8,2.0,4,3.0,3.0,1,Travel_Rarely,SINGLE,20,No,16,4,0,3,No,
EMP5127,Ashley Young,47.0,Male,SALES,Research Scientist,Life Sciences,5,5981.0,98,1039,32.0,15,10,16.0,1,3.0,4,,3.0,4,Travel_Frequently,Married,23,No,21,5,1,4,No,3 Oct 2015
EMP4867,Thomas Brown,25.0,Male,IT,Financial Analyst,Marketing,3,3527.0,51,1172,11.0,0,6,11.0,9,1.0,2,1.0,3.0,1,Non-Travel,SINGLE,28,1,20,2,2,2,0,9-11-2018
EMP3465,David Harris,54.0,Male,Operations,HR Representative,Technical Degree,3,3691.0,95,1066,14.0,15,6,,7,3.0,1,4.0,3.0,2,Travel_Frequently,Married,19,No,11,1,3,1,No,unknown
EMP3929,Christopher Allen,46.0,Male,,Research Scientist,Marketing,2,2521.0,40,833,29.0,2,9,23.0,3,1.0,1,4.0,3.0,2,Non-Travel,Divorced,14,Yes,16,5,1,2,No,N/A
EMP7776,Karen Martin,21.0,Female,,Director,Human Resources,5,11575.0,37,696,29.0,10,12,32.0,3,3.0,2,2.0,,4,Non-Travel,Divorced,19,Yes,17,3,0,3,0,28-7-2012
EMP8142,Mark Garcia,54.0,MALE,Operations,Manager,Marketing,1,8824.0,76,702,15.0,13,13,29.0,8,1.0,4,,3.0,1,Non-Travel,Married,30,0,18,5,1,4,No,2024/7/17
EMP5106,Matthew Davis,53.0,f,HR,Director,Marketing,3,17971.0,60,663,4.0,4,3,,7,4.0,1,1.0,4.0,4,Non-Travel,Single,4,no,20,1,2,1,No,
EMP1064,Richard Smith,24.0,Female,it,Manager,Human Resources,4,17202.0,94,958,1.0,2,2,19.0,3,1.0,1,2.0,3.0,3,Travel_Rarely,Married,30,Yes,14,3,1,1,No,N/A
EMP8934,Robert Anderson,55.0,f,Marketing,Manager,Technical Degree,3,6180.0,57,133,0.0,1,1,26.0,2,4.0,2,,4.0,4,Non-Travel,Married,2,Yes ,25,5,3,4,No,N/A
EMP1776,James Smith,55.0,female,SALES,Sales Executive,Technical Degree,1,,98,1341,30.0,12,11,29.0,5,4.0,1,1.0,3.0,4,Non-Travel,Divorced,12,Yes,16,6,1,4,No,8-10-2018
EMP5173,William Martin,51.0,Female,,Marketing Specialist,Technical Degree,1,8126.0,43,1396,19.0,5,0,26.0,3,2.0,3,1.0,3.0,1,Travel_Rarely,Married,27,No,14,5,3,3,y,N/A
EMP5587,Michael Williams,twenty five,F,IT,,Life Sciences,5,13627.0,48,387,5.0,5,2,1.0,0,,4,2.0,3.0,3,Travel_Frequently,DIVORCED,9,No,13,3,0,3,1,
EMP3734,Michael Anderson#,55.0,Male,H.R,,Human Resources,5,6980.0,58,119,8.0,0,3,25.0,9,3.0,2,4.0,3.0,2,Travel_Rarely,Married,10,0,20,2,3,2,no ,--
EMP8811,Christopher Allen,47.0,F,,Marketing Specialist,Human Resources,3,6255.0,50,175,14.0,3,1,32.0,8,2.0,3,3.0,3.0,1,Travel_Rarely,married,1,0,16,0,1,1,n,2021/7/12
EMP3580,Lisa Allen,30.0,Female,IT,Marketing Specialist,Life Sciences,1,8002.0,50,1144,0.0,1,0,27.0,7,3.0,3,2.0,4.0,1,Non-Travel,Divorced,17,No,25,3,3,2,No,
EMP7209,Susan White,54.0,Female,Human Resources,Director,Medical,4,17739.0,86,589,11.0,9,3,17.0,6,2.0,2,3.0,3.0,3,Non-Travel,Married,19,Yes,11,4,3,3,No,1/16/2013
EMP5616,Lisa Taylor,51.0,Female,IT,HR Representative,Other,3,12459.0,83,102,10.0,3,5,,9,3.0,4,,3.0,2,Travel_Frequently,divorced,26,Yes ,20,4,1,3,No,
EMP4483,  Michael Moore   ,54.0,Female,Marketing,Financial Analyst,Life Sciences,3,,59,582,24.0,14,1,28.0,0,,2,4.0,3.0,2,Non-Travel,Married,10,No,16,0,0,4,No,--
EMP3663,Margaret White,38.0,Male,Human Resources,Manager,Marketing,5,9771.0,35,1104,11.0,7,7,28.0,9,3.0,1,2.0,3.0,4,Non-Travel,Single,4,Yes,11,1,0,4,yes,unknown
EMP3344,Charles Thompson,25.0,Female,Operations,Marketing Specialist,Life Sciences,2,17447.0,52,990,18.0,14,7,30.0,2,2.0,1,1.0,3.0,1,Non-Travel,Divorced,28,Y,22,4,1,3,n,3-7-2015
EMP5687,Jennifer Harris,23.0,Male,Finance,Financial Analyst,Other,4,17811.0,61,1228,9.0,3,3,,8,2.0,4,4.0,,2,Non-Travel,Single,17,No,16,5,0,2,No,2017-12-18
EMP3815,Joseph Anderson,47.0,f,Sales,Sales Executive,Technical Degree,3,15505.0,56,1343,3.0,3,1,26.0,6,2.0,3,2.0,3.0,4,Non-Travel,Single,27,No,25,4,3,1,No,15 Nov 2014
EMP8866,Joseph Smith,999.0,female,sales,HR Representative,Marketing,5,17358.0,65,829,10.0,8,4,23.0,7,3.0,4,3.0,3.0,2,Travel_Frequently,single,16,No,22,5,0,1,No,--
EMP6381,Sarah Johnson,46.0,Male,Finance,,Technical Degree,1,$3990.0,65,1049,13.0,8,10,1.0,2,2.0,3,3.0,3.0,2,Travel_Frequently,married,15,No,11,1,2,1,No,unknown
EMP6939,William Moore,30.0,Male,Research & Development,Laboratory Technician,Human Resources,4,17173.0,96,1255,15.0,2,6,21.0,4,4.0,3,4.0,3.0,4,Travel_Frequently,Married,9,Yes,11,6,2,1,No,2018/3/6
EMP5026,Jessica White,,Male,R & D,Sales Executive,Human Resources,1,6668.0,33,730,9.0,5,8,6.0,4,1.0,1,4.0,3.0,1,Non-Travel,Single,13,No,16,0,3,1,Yes,
EMP1724,Charles Anderson,39.0,M,Human Resources,Director,Medical,3,2902.0,55,388,12.0,4,4,3.0,4,2.0,1,4.0,3.0,4,Travel_Frequently,Married,8,Yes,22,3,0,3,Y,--
EMP8677,Richard Smith,40.0,Male,IT dept,HR Representative,Medical,5,6047.0,43,526,8.0,8,4,11.0,8,1.0,1,1.0,4.0,4,Travel_Frequently,Single,17,No,16,0,0,1,No,2015-12-09
EMP8449,Christopher Garcia,39.0,Female,IT,Software Engineer,Other,4,8304.0,38,156,24.0,13,15,25.0,4,4.0,4,3.0,3.0,3,Travel_Frequently,married,17,Yes ,14,5,1,1,NO,3 Nov 2021
EMP7770,James Garcia,46.0,Female,Research & Development,HR Representative,Medical,1,12976.0,77,877,14.0,10,11,,8,2.0,1,1.0,,4,Travel_Frequently,Married,9,No,25,5,2,3,0,N/A
EMP8648,Daniel Jones,35.0,Male,Finance,HR Representative,Medical,3,8454.0,97,150,25.0,18,7,24.0,1,,1,,3.0,1,Travel_Rarely,married,12,Yes,22,4,3,1,0,unknown
EMP3793,Ashley Miller,,FEMALE,Marketing,Financial Analyst,Life Sciences,1,2816.0,64,135,7.0,4,3,4.0,4,1.0,1,4.0,3.0,2,Non-Travel,Divorced,27,Yes,23,5,1,2,0,unknown
EMP6308,Michael Taylor,60.0,Male,Sales,Manager,Human Resources,1,18977.0,43,1236,7.0,3,3,39.0,6,2.0,4,3.0,3.0,3,Travel_Rarely,Divorced,20,Yes,23,1,3,1,N,5 Jun 2018
EMP7578,John Allen,54.0,Female,Marketing,Research Scientist,Human Resources,3,1711.0,92,549,4.0,1,0,7.0,6,4.0,2,1.0,3.0,1,Non-Travel,Divorced,9,Yes,16,3,3,4,y,2020/6/1
EMP7395,Jennifer Allen,28.0,fEmale,Operations,Manager,Life Sciences,3,16131.0,33,1341,33.0,14,8,3.0,2,2.0,1,1.0,3.0,3,Non-Travel,Divorced,14,,21,0,1,1,Yes ,
EMP6703,Robert Taylor,48.0,male,,Software Engineer,Human Resources,5,14281.0,46,1327,,16,9,26.0,6,3.0,1,2.0,3.0,1,Non-Travel,Married,24,No,21,3,2,4,No,N/A
EMP6733,Christopher Jones,29.0,male,human resources,Sales Executive,Technical Degree,2,14466.0,44,1200,33.0,6,11,27.0,5,2.0,2,4.0,4.0,3,Travel_Frequently,Single,16,Y,16,4,2,2,No,9/3/2013
EMP8408,James Garcia,24.0,Male,Human Resources,Marketing Specialist,Technical Degree,2,15311.0,47,876,15.0,2,2,9.0,3,,3,2.0,3.0,3,Travel_Frequently,Single,11,No,24,5,0,3,Yes,
EMP2735,  Ashley Thompson   ,51.0,FEMALE,,Research Scientist,Technical Degree,2,$11566.0,32,573,25.0,1,11,10.0,7,1.0,3,1.0,3.0,3,Non-Travel,Married,30,no,14,4,1,4,No,N/A
EMP4124,Mark Thomas,25.0,M,IT dept,,Other,2,12081.0,63,869,27.0,8,8,,6,2.0,1,4.0,3.0,3,Travel_Rarely,SINGLE,5,yes,22,6,0,4,y,11-6-2021
EMP5940,Nancy White,39.0,Female,R & D,Operations Lead,Other,4,14165.0,66,650,6.0,6,5,15.0,3,1.0,3,4.0,3.0,1,Non-Travel,Married,19,No,25,5,3,1,No,26-2-2018
EMP6078,Linda Wilson,,female,H.R,,Technical Degree,5,unknown,82,420,,12,5,25.0,3,3.0,2,2.0,,1,Non-Travel,DIVORCED,7,Yes,23,0,0,4,No,19 Nov 2010
EMP3344,Charles Thompson,25.0,MALE,Operations,Marketing Specialist,Life Sciences,2,17447.0,52,990,18.0,14,7,30.0,2,2.0,1,1.0,3.0,1,Non-Travel,Divorced,28,No,22,4,1,3,No,1/24/2021
EMP5802,Betty Wilson,54.0,Male,,,Technical Degree,5,4275.0,93,166,25.0,9,14,26.0,9,2.0,2,2.0,3.0,4,Travel_Frequently,Married,6,No,17,0,1,2,NO,2019-01-07
EMP7631,John Jones,47.0,FEMALE,sales,Operations Lead,Medical,4,2702.0,42,333,27.0,16,3,21.0,2,1.0,3,4.0,3.0,1,Non-Travel,Single,26,Yes,15,3,0,2,No,unknown
EMP6783,Mark Allen,18.0,Male,Operations,,Technical Degree,4,19316.0,41,210,11.0,7,12,12.0,8,2.0,2,4.0,3.0,2,Travel_Frequently,Married,8,No,21,1,0,3,No,--
EMP6962,Thomas Anderson,37.0,F,sales dept,,Medical,5,5734.0,34,1297,22.0,16,1,,5,4.0,1,4.0,3.0,3,Travel_Rarely,Divorced,23,Y,18,5,0,1,No,2014/12/1
EMP1273,  Ashley Martin   ,43.0,FEMALE,Marketing,Marketing Specialist,Medical,4,15658.0,55,1209,34.0,9,2,22.0,4,,2,2.0,,2,Non-Travel,Single,7,Yes,16,2,1,4,No,23-10-2021
EMP6805,Thomas Thomas,37.0,Female,Sales,HR Representative,Medical,1,18180.0,52,507,25.0,0,17,33.0,7,,4,3.0,3.0,3,Non-Travel,married,23,NO,23,1,2,1,No,
EMP3944,Mary Brown,42.0,Male,Sales,Software Engineer,Marketing,1,,92,1310,9.0,8,10,14.0,4,4.0,2,4.0,3.0,3,Travel_Frequently,Married,1,No,20,1,3,2,Yes ,15 Oct 2011
EMP8988,Michael White,60.0,Female,Sales,,Life Sciences,2,3484.0,57,1355,1.0,1,0,,9,4.0,2,1.0,3.0,4,Travel_Frequently,SINGLE,11,No,15,0,0,3,No,5/8/2014
EMP6059,Michael White,41.0,Male,Research & Development ,Director,Life Sciences,5,19404.0,82,888,34.0,6,6,,5,,2,2.0,3.0,4,Travel_Frequently,Single,29,No,17,4,1,4,No,25 May 2019
EMP8021,Joseph Miller,56.0,m,,Laboratory Technician,Technical Degree,4,10640.0,99,845,16.0,16,12,32.0,0,3.0,3,2.0,3.0,4,Travel_Frequently,Single,14,No,16,4,1,4,No,--
EMP8641,Sarah Allen,59.0,Female,Sales,Software Engineer,Other,1,18767.0,34,1268,18.0,8,13,30.0,5,2.0,2,1.0,3.0,3,Travel_Frequently,Divorced,20,No,12,5,2,2,No,--
EMP8624,Daniel Smith,33.0,Female,Sales,Operations Lead,Life Sciences,4,19012.0,90,1296,20.0,13,4,35.0,2,3.0,3,1.0,3.0,2,Travel_Frequently,married,13,Yes,19,4,2,3,No,2023/5/26
EMP6568,Ashley White,31.0,female,Sales,Sales Executive,Human Resources,3,7777.0,88,283,9.0,1,8,40.0,2,2.0,2,3.0,4.0,2,Travel_Frequently,Married,13,No,11,1,0,3,No,2019-03-11
EMP7555,Mark Thomas,,Female,Operations,HR Representative,Life Sciences,3,8588.0,62,1087,1.0,2,2,24.0,5,4.0,3,3.0,4.0,2,Travel_Frequently,Married,5,No,17,4,2,4,no ,12/19/2021
EMP6578,Margaret Johnson,23.0,Female,H.R,Software Engineer,Medical,5,7134.0,94,337,,2,13,14.0,6,3.0,4,2.0,,1,Travel_Rarely,Single,15,,17,4,0,3,N,10/8/2019
EMP6496,Thomas Davis,57.0,m,R & D,Research Scientist,Technical Degree,3,6867.0,79,845,32.0,9,15,38.0,0,3.0,4,2.0,3.0,3,Travel_Frequently,Divorced,12,Yes,17,2,0,4,No,
EMP2452,Richard Thomas,51.0,Female,R&D,Software Engineer,Human Resources,4,12124.0,86,312,11.0,4,12,38.0,4,1.0,4,1.0,3.0,3,Non-Travel,DIVORCED,15,Yes,22,2,2,4,No,6/28/2020
EMP3715,  Jessica Davis   ,44.0,Male,Sales,Operations Lead,Medical,3,,82,1032,19.0,4,0,,3,2.0,3,,3.0,4,Travel_Rarely,Married,30,,18,4,2,3,No,unknown
EMP8406,Matthew Garcia,22.0,Female,Sales,,Marketing,2,6185.0,85,1394,13.0,11,0,,1,4.0,2,3.0,3.0,4,Travel_Rarely,Single,16,1,14,2,2,1,No,N/A
EMP5245,James Johnson,19.0,Female,Operations,Research Scientist,Human Resources,1,3507.0,97,248,23.0,11,7,13.0,5,1.0,4,1.0,3.0,1,Travel_Rarely,Married,30,No,22,0,2,2,No,2023/1/7
EMP3692,  Michael Thomas   ,38.0,Male,Finance,Manager,Medical,5,4255.0,33,523,10.0,5,11,13.0,3,1.0,1,,3.0,1,Travel_Frequently,SINGLE,12,yes,17,2,0,2,No,2-9-2024
EMP3767,Anthony Harris,21.0,m,Human Resources,Sales Executive,Life Sciences,1,,40,1054,30.0,16,11,39.0,8,1.0,2,1.0,3.0,4,Non-Travel,Married,7,Yes,21,4,3,2,n,unknown
EMP6853,Susan Davis,60.0,fEmale,H.R,Laboratory Technician,Human Resources,2,5978.0,54,237,20.0,2,5,8.0,7,2.0,1,2.0,3.0,1,Travel_Rarely,married,16,Yes,20,6,0,1,No,unknown
EMP1218,Linda Johnson,thirty,m,Operations,Director,Life Sciences,1,10125.0,61,610,12.0,6,3,28.0,4,1.0,4,3.0,4.0,2,Travel_Rarely,Married,29,No,16,6,2,3,No,
EMP1239,Joseph Moore,53.0,Male,Operations,Director,Medical,4,14283.0,64,747,28.0,6,13,30.0,6,1.0,3,2.0,3.0,3,Travel_Frequently,Married,9,,12,3,2,2,yes,2010/11/28
EMP2131,Joseph Smith,35.0,f,H.R,,Technical Degree,2,7278.0,83,165,3.0,3,2,,1,3.0,3,2.0,3.0,2,Travel_Rarely,SINGLE,24,No,21,5,2,4,No,
EMP8945,Margaret Wilson,30.0,Female,,Laboratory Technician,Medical,1,11971.0,47,1097,12.0,2,0,36.0,1,3.0,4,1.0,4.0,1,Travel_Frequently,Divorced,7,yes,21,0,1,1,No,unknown
EMP4264,Susan Davis,21.0,Male,Operations,Director,Medical,5,2905.0,58,252,25.0,16,7,,7,2.0,3,3.0,3.0,4,Travel_Rarely,married,21,Yes,13,3,0,1,N,18-6-2011
EMP7936,Robert Davis,52.0,Male,Finance,Marketing Specialist,Other,2,12494.0,96,984,32.0,10,3,31.0,0,2.0,1,1.0,3.0,1,Travel_Rarely,Single,10,Y,23,5,2,1,Y,unknown
EMP3239,Sarah Anderson,32.0,Male,IT,Software Engineer,Life Sciences,4,4252.0,42,1022,,15,16,30.0,1,4.0,1,3.0,3.0,3,Travel_Frequently,Divorced,21,no,14,0,1,1,No,2017-09-25
EMP7477,Karen Martin,56.0,Male,Finance,Manager,Medical,1,19257.0,83,1210,32.0,15,3,21.0,8,,2,3.0,3.0,4,Non-Travel,MARRIED,27,No,13,4,1,3,Yes,10/22/2014
EMP6349,Richard Martin,,fEmale,Human Resources,Financial Analyst,Medical,3,4823.0,94,376,30.0,17,3,20.0,1,1.0,1,1.0,3.0,2,Travel_Frequently,Single,16,No,14,3,2,2,1,--
EMP6149,Christopher Miller,30.0,Female,Finance,Marketing Specialist,Life Sciences,2,15980.0,62,1318,11.0,2,9,,3,4.0,4,4.0,3.0,4,Travel_Rarely,Married,6,No,11,2,3,1,No,N/A
EMP8106,David Moore,29.0,Male,Sales,HR Representative,Medical,4,13458.0,86,737,28.0,8,12,27.0,3,3.0,3,3.0,3.0,4,Non-Travel,Divorced,23,No,19,2,0,4,n,4/27/2018
EMP6764,David Anderson,36.0,Female,IT dept,Laboratory Technician,Technical Degree,5,15557.0,43,1304,32.0,6,7,7.0,5,1.0,3,1.0,3.0,1,Travel_Rarely,Married,16,NO,22,4,0,4,No,
EMP2383,Margaret Davis,21.0,Female,Human Resources,Software Engineer,Life Sciences,1,,51,709,16.0,17,6,13.0,1,1.0,2,4.0,3.0,1,Travel_Frequently,Single,3,No,12,3,0,2,No,
EMP4074,David Johnson,39.0,Female,Finance ,Research Scientist,Marketing,3,11664.0,93,1384,18.0,1,12,20.0,8,3.0,4,4.0,3.0,4,Travel_Rarely,DIVORCED,8,Yes,25,5,1,1,No,11/22/2010
EMP5860,Sarah Harris,59.0,MALE,,Marketing Specialist,Marketing,5,,83,1135,25.0,1,4,29.0,5,3.0,2,4.0,3.0,3,Travel_Frequently,single,19,no,23,5,1,3,No,N/A
EMP8184,Mark Davis,25.0,Male,Research & Development,Laboratory Technician,Marketing,1,19363.0,89,1277,2.0,2,2,15.0,8,1.0,1,2.0,3.0,3,Non-Travel,Divorced,1,No,20,3,2,1,Yes ,17-7-2014
EMP2357,Betty Davis,25.0,Male,Human resources,Director,Medical,4,1813.0,41,693,25.0,11,13,17.0,1,,1,1.0,,1,Non-Travel,SINGLE,13,No,13,0,0,4,No,--
EMP5871,David Martin,39.0,Female,IT,Software Engineer,Marketing,1,18994.0,52,929,1.0,0,1,6.0,6,4.0,1,3.0,3.0,1,Non-Travel,Divorced,21,Yes,15,5,2,4,n,N/A
EMP3630,Mary Brown,44.0,m,IT,HR Representative,Technical Degree,5,15753.0,85,468,8.0,1,0,26.0,8,4.0,2,4.0,3.0,4,Travel_Frequently,divorced,2,Yes,17,4,2,2,no ,20-7-2012
EMP3832,  Charles Young   ,28.0,female,,Marketing Specialist,Life Sciences,5,,67,470,25.0,1,4,1.0,0,1.0,3,1.0,3.0,4,Travel_Rarely,Divorced,21,No,15,2,0,2,No,N/A
EMP1624,Daniel Garcia,18.0,Female,it,,Human Resources,3,15210.0,71,759,17.0,11,9,28.0,0,,2,2.0,3.0,1,Non-Travel,Married,9,No,20,1,3,2,No,2023-12-27
EMP1839,Jennifer White,,Male,Sales,Marketing Specialist,Marketing,5,,67,696,8.0,0,4,12.0,4,2.0,2,2.0,3.0,1,Travel_Rarely,Married,4,No,19,6,0,4,No,
EMP5723,  Anthony Brown   ,48.0,Male,Sales,Director,Human Resources,1,18021.0,94,913,8.0,6,3,27.0,1,1.0,3,2.0,3.0,3,Travel_Rarely,MARRIED,16,No,23,1,2,2,No,
EMP1323,Daniel Harris,,Male,Finance,,Technical Degree,2,19147.0,46,1123,31.0,9,4,32.0,4,3.0,3,3.0,4.0,4,Non-Travel,DIVORCED,17,,21,1,3,1,No,
EMP8271,  Mark Davis   ,,Female,Research & Development,Laboratory Technician,Medical,2,10893.0,33,620,7.0,5,8,26.0,6,1.0,4,4.0,3.0,4,Travel_Frequently,single,18,Yes,21,4,3,3,0,3 Jan 2015
